order_id,order_date,region,country,customer_segment,product_category,product_name,quantity,unit_price,sales,discount,profit
ORD202374,2021-08-29,Central,USA,Corporate,Office Supplies,Printer,9,1430.18,12871.62,0.2,437.62
ORD204507,2021-08-29,Central,UK,Corporate,Furniture,Mobile,9,762.91,6866.19,0.21,-839.12
ORD213358,2021-08-29,North,Australia,Corporate,Office Supplies,Desk,5,1481.02,7405.1,0.23,-155.29
ORD205125,2021-08-29,North,India,Consumer,Office Supplies,Printer,2,557.68,1115.36,0.28,-75.63
ORD205963,2021-08-30,West,UK,Corporate,Furniture,Mobile,4,1843.07,7372.28,0.21,-360.6
ORD204782,2021-08-30,East,Australia,Corporate,Furniture,Keyboard,1,174.9,174.9,0.14,22.54
ORD201653,2021-08-30,South,Australia,Consumer,Office Supplies,Chair,8,976.95,7815.6,0.29,-883.41
ORD202479,2021-08-30,South,India,Home Office,Furniture,Desk,3,1258.96,3776.88,0.27,-299.84
ORD208224,2021-08-30,East,Australia,Consumer,Office Supplies,Mobile,1,923.19,923.19,0.23,47.11
ORD201742,2021-08-30,Central,India,Corporate,Furniture,Chair,3,919.14,2757.42,0.06,11.39
ORD202890,2021-08-30,East,UK,Home Office,Furniture,Desk,2,1294.38,2588.76,0.16,49.68
ORD209028,2021-08-30,East,Germany,Consumer,Furniture,Desk,4,1664.94,6659.76,0.14,19.41
ORD208236,2021-08-31,North,USA,Home Office,Electronics,Laptop,5,1273.27,6366.35,0.11,-335.2
ORD211058,2021-08-31,East,Germany,Corporate,Electronics,Monitor,4,1274.84,5099.36,0.25,-623.53
ORD213342,2021-08-31,East,UK,Corporate,Electronics,Printer,1,1366.75,1366.75,0.26,-259.96
ORD205804,2021-08-31,North,USA,Consumer,Office Supplies,Chair,3,1065.44,3196.32,0.1,-149.31
ORD211299,2021-08-31,South,India,Consumer,Electronics,Desk,3,175.55,526.65,0.05,48.58
ORD203133,2021-08-31,North,UK,Consumer,Electronics,Desk,6,842.01,5052.06,0.21,271.72
ORD214365,2021-08-31,West,UK,Home Office,Furniture,Chair,9,459.06,4131.54,0.02,276.02
ORD203181,2021-08-31,East,USA,Corporate,Office Supplies,Monitor,10,1318.57,13185.7,0.21,194.66
ORD200369,2021-08-31,Central,Germany,Corporate,Furniture,Printer,9,1571.06,14139.54,0.21,528.19
ORD210163,2021-08-31,East,USA,Corporate,Electronics,Keyboard,10,405.31,4053.1,0.11,189.52
ORD212402,2021-08-31,East,UK,Home Office,Office Supplies,Keyboard,2,1711.88,3423.76,0.09,193.18
ORD204970,2021-08-31,West,Australia,Consumer,Electronics,Keyboard,4,1238.0,4952.0,0.06,305.04
ORD213321,2021-09-01,East,Australia,Corporate,Office Supplies,Laptop,7,575.26,4026.82,0.25,-302.26
ORD210755,2021-09-01,South,USA,Home Office,Furniture,Keyboard,7,866.49,6065.43,0.14,915.68
ORD202798,2021-09-01,North,UK,Consumer,Electronics,Mouse,2,1659.42,3318.84,0.24,76.53
ORD205697,2021-09-01,West,Germany,Home Office,Office Supplies,Mobile,7,1271.35,8899.45,0.21,-367.48
ORD205228,2021-09-01,Central,India,Consumer,Office Supplies,Mouse,4,1751.23,7004.92,0.12,-445.55
ORD203344,2021-09-01,South,UK,Corporate,Furniture,Keyboard,9,1032.26,9290.34,0.15,1185.89
ORD207098,2021-09-01,East,India,Home Office,Office Supplies,Mobile,1,192.45,192.45,0.21,-8.84
ORD214144,2021-09-01,North,UK,Corporate,Office Supplies,Printer,10,1280.01,12800.1,0.19,-107.47
ORD206695,2021-09-01,West,USA,Consumer,Furniture,Chair,7,1755.01,12285.07,0.18,-558.85
ORD200107,2021-09-01,South,UK,Home Office,Office Supplies,Chair,2,1885.51,3771.02,0.29,-837.28
ORD211169,2021-09-01,West,Australia,Corporate,Electronics,Laptop,4,1644.05,6576.2,0.05,1504.7
ORD203307,2021-09-02,Central,UK,Home Office,Electronics,Keyboard,4,1957.44,7829.76,0.29,-1421.78
ORD202061,2021-09-02,West,India,Home Office,Office Supplies,Mouse,1,944.15,944.15,0.16,-91.12
ORD204636,2021-09-02,North,USA,Consumer,Furniture,Monitor,5,1730.86,8654.3,0.22,-699.8
ORD212563,2021-09-02,Central,USA,Home Office,Furniture,Laptop,1,1442.32,1442.32,0.22,-192.07
ORD212318,2021-09-02,North,UK,Consumer,Electronics,Monitor,10,1875.57,18755.7,0.17,-920.65
ORD209814,2021-09-02,Central,Australia,Home Office,Office Supplies,Mouse,1,1930.64,1930.64,0.09,272.87
ORD208339,2021-09-02,Central,India,Home Office,Furniture,Chair,9,535.41,4818.69,0.3,-734.9
ORD208831,2021-09-02,East,USA,Corporate,Electronics,Keyboard,6,756.62,4539.72,0.03,502.28
ORD202276,2021-09-02,North,Germany,Home Office,Furniture,Chair,8,982.74,7861.92,0.28,-216.08
ORD204517,2021-09-02,West,Australia,Home Office,Office Supplies,Printer,7,942.5,6597.5,0.01,437.9
ORD211192,2021-09-02,North,USA,Corporate,Office Supplies,Mouse,1,1172.03,1172.03,0.05,146.89
ORD202491,2021-09-02,North,USA,Corporate,Electronics,Monitor,8,914.56,7316.48,0.14,-653.2
ORD213316,2021-09-02,Central,Australia,Home Office,Office Supplies,Desk,2,202.99,405.98,0.02,108.11
ORD207926,2021-09-03,Central,UK,Home Office,Electronics,Printer,8,496.44,3971.52,0.03,531.92
ORD200905,2021-09-03,Central,USA,Home Office,Furniture,Desk,6,1981.04,11886.24,0.2,291.57
ORD200511,2021-09-03,South,USA,Corporate,Furniture,Laptop,10,1059.88,10598.8,0.13,269.95
ORD207282,2021-09-03,South,UK,Home Office,Furniture,Chair,5,358.07,1790.35,0.26,-137.56
ORD206116,2021-09-03,West,USA,Consumer,Electronics,Printer,7,565.27,3956.89,0.06,495.65
ORD206677,2021-09-03,Central,India,Consumer,Office Supplies,Chair,5,155.75,778.75,0.16,79.1
ORD202437,2021-09-03,East,Australia,Home Office,Furniture,Monitor,9,1939.82,17458.38,0.17,2117.78
ORD204927,2021-09-03,Central,India,Home Office,Furniture,Mobile,3,878.97,2636.91,0.2,-376.45
ORD211367,2021-09-03,Central,UK,Corporate,Furniture,Laptop,6,1615.49,9692.94,0.17,516.04
ORD202497,2021-09-03,West,Australia,Consumer,Electronics,Desk,6,338.99,2033.94,0.16,128.07
ORD207212,2021-09-03,West,Australia,Corporate,Furniture,Laptop,10,1360.63,13606.3,0.11,1540.99
ORD210520,2021-09-03,North,USA,Consumer,Electronics,Mobile,9,654.14,5887.26,0.17,-402.97
ORD207477,2021-09-03,South,India,Corporate,Office Supplies,Keyboard,4,481.89,1927.56,0.1,86.8
ORD209948,2021-09-03,North,India,Consumer,Office Supplies,Mouse,6,253.06,1518.36,0.01,413.41
ORD208117,2021-09-03,South,UK,Consumer,Furniture,Printer,4,1604.35,6417.4,0.13,545.15
ORD212840,2021-09-04,East,USA,Consumer,Office Supplies,Chair,7,316.76,2217.32,0.21,29.59
ORD200343,2021-09-04,East,UK,Corporate,Office Supplies,Monitor,7,461.72,3232.04,0.3,-151.42
ORD212254,2021-09-04,West,Australia,Consumer,Office Supplies,Mobile,2,1282.62,2565.24,0.26,-320.75
ORD202191,2021-09-04,North,USA,Consumer,Furniture,Laptop,3,1201.03,3603.09,0.01,182.09
ORD200563,2021-09-04,Central,India,Consumer,Furniture,Chair,2,1837.6,3675.2,0.1,38.33
ORD209621,2021-09-04,East,India,Home Office,Electronics,Keyboard,4,850.92,3403.68,0.04,324.17
ORD208528,2021-09-04,East,USA,Corporate,Office Supplies,Keyboard,2,1366.38,2732.76,0.17,-304.84
ORD202792,2021-09-04,North,Australia,Consumer,Office Supplies,Desk,5,1460.63,7303.15,0.14,1031.45
ORD211811,2021-09-04,East,India,Home Office,Electronics,Monitor,9,1983.21,17848.89,0.28,-1267.58
ORD201475,2021-09-04,South,India,Home Office,Electronics,Desk,10,1769.17,17691.7,0.26,-873.11
ORD207037,2021-09-04,North,UK,Consumer,Office Supplies,Desk,8,674.18,5393.44,0.23,-733.78
ORD201420,2021-09-04,North,USA,Consumer,Electronics,Keyboard,4,1161.69,4646.76,0.21,-219.23
ORD213290,2021-09-04,West,Australia,Consumer,Office Supplies,Mouse,5,1661.82,8309.1,0.2,-723.92
ORD200683,2021-09-04,North,Germany,Consumer,Office Supplies,Chair,2,62.47,124.94,0.21,-2.22
ORD213968,2021-09-04,North,Australia,Corporate,Furniture,Monitor,6,1733.24,10399.44,0.16,431.22
ORD209735,2021-09-04,South,UK,Home Office,Electronics,Chair,1,1523.32,1523.32,0.17,55.49
ORD214420,2021-09-05,East,India,Consumer,Electronics,Laptop,1,419.32,419.32,0.12,16.4
ORD211138,2021-09-05,West,India,Consumer,Furniture,Keyboard,4,1136.61,4546.44,0.03,1127.4
ORD210172,2021-09-05,Central,Germany,Corporate,Electronics,Printer,10,1317.9,13179.0,0.1,1654.03
ORD206294,2021-09-05,South,Australia,Consumer,Furniture,Keyboard,3,146.6,439.8,0.04,87.48
ORD210731,2021-09-05,South,India,Home Office,Furniture,Monitor,6,180.48,1082.88,0.19,-52.99
ORD213910,2021-09-06,South,India,Corporate,Office Supplies,Laptop,8,442.47,3539.76,0.19,48.76
ORD207837,2021-09-06,North,UK,Corporate,Electronics,Printer,9,434.1,3906.9,0.29,-600.39
ORD214040,2021-09-06,Central,UK,Consumer,Furniture,Mobile,9,1623.17,14608.53,0.11,563.27
ORD212410,2021-09-06,East,UK,Home Office,Office Supplies,Keyboard,3,851.32,2553.96,0.28,49.12
ORD204331,2021-09-06,Central,Australia,Home Office,Office Supplies,Laptop,6,769.97,4619.82,0.21,-534.35
ORD213372,2021-09-06,West,USA,Home Office,Furniture,Mouse,4,623.72,2494.88,0.04,465.69
ORD205292,2021-09-06,Central,USA,Corporate,Office Supplies,Desk,8,996.52,7972.16,0.17,277.89
ORD200631,2021-09-06,North,Germany,Home Office,Furniture,Monitor,8,1462.22,11697.76,0.06,2744.13
ORD212607,2021-09-06,West,Germany,Corporate,Electronics,Chair,7,1140.72,7985.04,0.04,1375.42
ORD209454,2021-09-06,Central,UK,Consumer,Office Supplies,Monitor,3,332.59,997.77,0.11,108.56
ORD214668,2021-09-06,South,Germany,Consumer,Furniture,Chair,1,175.95,175.95,0.08,23.0
ORD208542,2021-09-06,North,India,Consumer,Electronics,Mobile,5,453.16,2265.8,0.16,225.57
ORD209607,2021-09-06,North,UK,Home Office,Electronics,Mobile,4,205.37,821.48,0.23,-44.93
ORD201805,2021-09-06,North,USA,Consumer,Office Supplies,Mouse,6,120.44,722.64,0.27,-27.82
ORD212110,2021-09-06,West,India,Corporate,Furniture,Keyboard,7,1664.59,11652.13,0.01,3205.45
ORD201847,2021-09-06,Central,UK,Consumer,Furniture,Mobile,3,888.45,2665.35,0.01,447.11
ORD207742,2021-09-06,North,Germany,Home Office,Furniture,Laptop,5,314.88,1574.4,0.25,-302.11
ORD208031,2021-09-07,North,UK,Consumer,Furniture,Laptop,7,1496.88,10478.16,0.09,1570.12
ORD207156,2021-09-07,East,Australia,Home Office,Electronics,Printer,9,1913.49,17221.41,0.04,2562.21
ORD213163,2021-09-07,North,USA,Corporate,Furniture,Chair,9,1675.33,15077.97,0.29,33.54
ORD213878,2021-09-07,East,Australia,Consumer,Furniture,Monitor,8,728.46,5827.68,0.1,1073.35
ORD209168,2021-09-07,West,India,Home Office,Office Supplies,Laptop,10,807.92,8079.2,0.18,-386.24
ORD210571,2021-09-07,South,UK,Corporate,Furniture,Mouse,9,899.79,8098.11,0.22,-714.47
ORD211647,2021-09-07,North,Australia,Consumer,Furniture,Desk,3,730.9,2192.7,0.03,385.16
ORD211802,2021-09-07,East,Australia,Corporate,Furniture,Mobile,6,165.34,992.04,0.18,96.73
ORD214213,2021-09-07,Central,Australia,Corporate,Furniture,Desk,10,246.75,2467.5,0.06,535.71
ORD212540,2021-09-07,South,UK,Home Office,Electronics,Printer,6,1335.2,8011.2,0.27,-529.18
ORD209870,2021-09-07,West,UK,Home Office,Office Supplies,Laptop,10,948.5,9485.0,0.17,-336.11
ORD214098,2021-09-07,South,USA,Corporate,Furniture,Mouse,4,285.68,1142.72,0.04,176.97
ORD206115,2021-09-07,South,India,Consumer,Electronics,Mouse,5,1243.95,6219.75,0.26,-238.93
ORD205937,2021-09-07,East,India,Corporate,Office Supplies,Desk,3,1514.44,4543.32,0.24,-701.96
ORD204363,2021-09-08,South,Australia,Home Office,Electronics,Desk,9,1535.43,13818.87,0.15,1872.05
ORD207524,2021-09-08,South,India,Consumer,Electronics,Keyboard,2,1474.55,2949.1,0.17,-166.82
ORD212073,2021-09-08,West,India,Corporate,Electronics,Chair,6,177.61,1065.66,0.28,-82.59
ORD202523,2021-09-08,North,Australia,Home Office,Furniture,Chair,2,880.82,1761.64,0.07,211.59
ORD210798,2021-09-09,North,India,Home Office,Electronics,Keyboard,5,1177.81,5889.05,0.29,-332.07
ORD200416,2021-09-09,East,Australia,Home Office,Furniture,Mouse,10,715.75,7157.5,0.27,-53.42
ORD209614,2021-09-09,North,USA,Consumer,Electronics,Monitor,4,501.03,2004.12,0.05,125.15
ORD208351,2021-09-09,West,India,Home Office,Electronics,Chair,8,1685.89,13487.12,0.1,2062.11
ORD202036,2021-09-09,Central,Australia,Home Office,Furniture,Desk,5,1558.46,7792.3,0.22,-948.7
ORD212185,2021-09-09,North,Germany,Consumer,Office Supplies,Mobile,4,625.84,2503.36,0.07,303.31
ORD209520,2021-09-09,East,Germany,Home Office,Office Supplies,Monitor,2,52.55,105.1,0.25,-5.54
ORD204937,2021-09-09,Central,UK,Home Office,Furniture,Printer,1,361.51,361.51,0.14,16.1
ORD213058,2021-09-10,West,USA,Consumer,Furniture,Chair,7,1565.26,10956.82,0.02,2174.04
ORD205036,2021-09-10,East,Australia,Corporate,Electronics,Mouse,2,448.87,897.74,0.03,128.29
ORD204044,2021-09-10,West,USA,Consumer,Office Supplies,Mouse,6,1662.05,9972.3,0.21,-581.31
ORD203369,2021-09-10,North,Australia,Consumer,Office Supplies,Keyboard,1,642.39,642.39,0.2,-21.31
ORD200678,2021-09-10,North,USA,Consumer,Electronics,Printer,6,1570.63,9423.78,0.06,1819.8
ORD211176,2021-09-10,North,India,Corporate,Furniture,Chair,7,1786.12,12502.84,0.2,903.39
ORD204358,2021-09-10,Central,USA,Home Office,Electronics,Chair,5,1939.57,9697.85,0.08,-134.92
ORD208335,2021-09-10,North,Germany,Corporate,Electronics,Desk,4,1037.5,4150.0,0.07,949.11
ORD208559,2021-09-10,West,India,Corporate,Furniture,Mobile,9,790.65,7115.85,0.1,331.64
ORD212748,2021-09-11,North,Germany,Home Office,Office Supplies,Mobile,2,997.15,1994.3,0.17,69.47
ORD208244,2021-09-11,South,Germany,Consumer,Electronics,Desk,10,50.77,507.7,0.2,33.52
ORD211717,2021-09-11,South,Germany,Consumer,Office Supplies,Desk,7,62.76,439.32,0.3,-40.98
ORD206079,2021-09-11,South,Australia,Consumer,Electronics,Monitor,7,1541.17,10788.19,0.18,1115.51
ORD202659,2021-09-11,East,USA,Corporate,Electronics,Chair,7,446.76,3127.32,0.16,406.3
ORD205147,2021-09-11,West,India,Corporate,Electronics,Desk,1,803.56,803.56,0.25,-67.57
ORD207694,2021-09-11,East,Australia,Consumer,Electronics,Printer,5,96.0,480.0,0.05,61.59
ORD201532,2021-09-11,West,Germany,Consumer,Office Supplies,Desk,8,1600.24,12801.92,0.22,-459.17
ORD201144,2021-09-11,North,Australia,Consumer,Office Supplies,Desk,2,1475.8,2951.6,0.23,-324.23
ORD200868,2021-09-11,West,Australia,Home Office,Electronics,Chair,4,1978.68,7914.72,0.22,-351.27
ORD213821,2021-09-12,Central,India,Consumer,Furniture,Laptop,9,1877.63,16898.67,0.25,-2306.33
ORD200960,2021-09-12,Central,Germany,Corporate,Office Supplies,Chair,10,615.03,6150.3,0.2,512.07
ORD205337,2021-09-12,Central,UK,Home Office,Electronics,Mobile,3,1417.27,4251.81,0.13,184.68
ORD206904,2021-09-12,West,UK,Consumer,Furniture,Mouse,9,832.64,7493.76,0.2,690.49
ORD204254,2021-09-12,West,UK,Home Office,Electronics,Keyboard,4,223.29,893.16,0.08,69.97
ORD210096,2021-09-12,West,Australia,Home Office,Office Supplies,Monitor,9,1692.23,15230.07,0.29,-2564.3
ORD208254,2021-09-12,Central,Germany,Home Office,Office Supplies,Printer,3,1791.72,5375.16,0.24,17.91
ORD203607,2021-09-12,West,Australia,Corporate,Furniture,Monitor,2,355.87,711.74,0.1,82.72
ORD204155,2021-09-12,South,India,Home Office,Office Supplies,Keyboard,5,1464.26,7321.3,0.26,12.86
ORD209353,2021-09-13,Central,Australia,Consumer,Office Supplies,Mouse,5,1065.8,5329.0,0.3,-576.21
ORD200871,2021-09-13,Central,USA,Consumer,Electronics,Chair,5,1236.35,6181.75,0.25,-421.68
ORD200704,2021-09-13,North,UK,Home Office,Office Supplies,Printer,7,169.86,1189.02,0.22,89.29
ORD203828,2021-09-13,South,USA,Consumer,Electronics,Desk,8,1706.56,13652.48,0.09,114.55
ORD204367,2021-09-13,South,Germany,Consumer,Office Supplies,Mouse,3,1976.72,5930.16,0.17,-330.26
ORD212842,2021-09-13,North,Australia,Corporate,Electronics,Keyboard,7,319.47,2236.29,0.14,-184.48
ORD207253,2021-09-13,South,UK,Corporate,Electronics,Mouse,6,1328.82,7972.92,0.27,-302.81
ORD205175,2021-09-13,Central,India,Consumer,Furniture,Laptop,1,451.22,451.22,0.12,-1.76
ORD207918,2021-09-13,North,USA,Home Office,Furniture,Laptop,1,1779.65,1779.65,0.04,454.11
ORD205661,2021-09-13,East,UK,Home Office,Furniture,Laptop,3,1363.92,4091.76,0.16,-166.8
ORD203380,2021-09-14,North,Germany,Consumer,Furniture,Chair,9,1152.66,10373.94,0.1,1828.75
ORD214543,2021-09-14,Central,UK,Home Office,Furniture,Monitor,8,286.0,2288.0,0.16,-69.52
ORD202169,2021-09-14,West,Australia,Corporate,Office Supplies,Chair,1,1649.08,1649.08,0.19,-148.44
ORD201688,2021-09-14,South,Germany,Home Office,Furniture,Monitor,3,1152.56,3457.68,0.25,-631.44
ORD208132,2021-09-14,South,India,Corporate,Electronics,Printer,7,1263.01,8841.07,0.27,-1886.42
ORD207365,2021-09-14,East,UK,Home Office,Furniture,Chair,7,1393.12,9751.84,0.14,244.56
ORD210893,2021-09-14,North,India,Consumer,Furniture,Mouse,9,147.45,1327.05,0.26,-62.65
ORD208035,2021-09-15,West,India,Home Office,Office Supplies,Mouse,1,1254.1,1254.1,0.22,84.15
ORD205638,2021-09-15,Central,India,Consumer,Electronics,Desk,5,496.34,2481.7,0.12,-157.8
ORD207016,2021-09-15,East,India,Corporate,Office Supplies,Desk,3,1606.34,4819.02,0.0,574.91
ORD210177,2021-09-15,East,USA,Consumer,Electronics,Mobile,4,1505.97,6023.88,0.12,-129.49
ORD207097,2021-09-15,South,India,Corporate,Electronics,Laptop,2,1850.95,3701.9,0.03,292.33
ORD212042,2021-09-15,South,Australia,Corporate,Electronics,Mouse,10,1694.94,16949.4,0.28,319.37
ORD205242,2021-09-15,South,Germany,Home Office,Furniture,Chair,8,1045.32,8362.56,0.09,-115.09
ORD203290,2021-09-15,North,USA,Home Office,Furniture,Keyboard,2,1798.84,3597.68,0.05,171.3
ORD207933,2021-09-15,North,India,Consumer,Electronics,Printer,6,1164.39,6986.34,0.05,277.28
ORD208216,2021-09-15,North,Australia,Consumer,Furniture,Mobile,10,164.48,1644.8,0.21,-230.72
ORD208573,2021-09-15,East,Australia,Home Office,Electronics,Desk,6,1130.85,6785.1,0.04,1714.69
ORD202668,2021-09-15,South,UK,Corporate,Furniture,Desk,7,310.96,2176.72,0.15,-109.8
ORD203138,2021-09-15,South,Australia,Home Office,Electronics,Desk,1,1969.06,1969.06,0.02,479.85
ORD203114,2021-09-16,North,USA,Home Office,Electronics,Laptop,3,1394.1,4182.3,0.0,288.17
ORD208248,2021-09-16,West,Germany,Home Office,Electronics,Keyboard,4,641.29,2565.16,0.2,170.27
ORD203622,2021-09-16,East,Australia,Consumer,Furniture,Chair,3,65.35,196.05,0.1,26.56
ORD205430,2021-09-16,North,UK,Consumer,Furniture,Desk,8,707.3,5658.4,0.25,-1024.17
ORD207216,2021-09-17,North,Australia,Consumer,Furniture,Laptop,3,1300.0,3900.0,0.23,-378.61
ORD206450,2021-09-17,East,Germany,Consumer,Furniture,Desk,8,114.3,914.4,0.17,-7.55
ORD205348,2021-09-17,North,UK,Home Office,Furniture,Keyboard,7,1250.19,8751.33,0.18,-568.24
ORD214078,2021-09-17,Central,USA,Consumer,Furniture,Keyboard,6,807.61,4845.66,0.04,557.96
ORD208761,2021-09-17,West,UK,Consumer,Electronics,Keyboard,6,1074.5,6447.0,0.28,-259.69
ORD209537,2021-09-17,North,USA,Corporate,Furniture,Printer,6,556.5,3339.0,0.3,-420.12
ORD214515,2021-09-17,North,UK,Corporate,Furniture,Mouse,5,1780.3,8901.5,0.15,-385.51
ORD212645,2021-09-17,Central,UK,Consumer,Furniture,Laptop,5,1303.06,6515.3,0.1,604.5
ORD203765,2021-09-17,North,USA,Corporate,Electronics,Chair,10,294.01,2940.1,0.01,472.13
ORD213066,2021-09-17,North,Germany,Corporate,Office Supplies,Desk,4,1027.6,4110.4,0.09,468.61
ORD204016,2021-09-17,West,Australia,Corporate,Electronics,Mouse,8,1190.75,9526.0,0.17,1227.99
ORD209193,2021-09-17,South,India,Corporate,Electronics,Keyboard,4,1380.44,5521.76,0.2,62.49
ORD211879,2021-09-18,North,Germany,Corporate,Furniture,Monitor,6,1550.98,9305.88,0.13,-182.67
ORD208432,2021-09-18,North,UK,Corporate,Electronics,Mobile,5,1583.66,7918.3,0.29,28.05
ORD211580,2021-09-18,South,Germany,Consumer,Electronics,Keyboard,5,1552.64,7763.2,0.19,257.74
ORD210499,2021-09-18,West,India,Corporate,Office Supplies,Mouse,9,184.59,1661.31,0.05,213.19
ORD206641,2021-09-18,North,Australia,Consumer,Electronics,Chair,1,1582.5,1582.5,0.24,-178.99
ORD205186,2021-09-18,North,USA,Consumer,Office Supplies,Monitor,7,1486.62,10406.34,0.24,-1681.78
ORD208362,2021-09-18,North,Australia,Corporate,Furniture,Printer,1,1926.46,1926.46,0.26,-174.18
ORD206941,2021-09-18,West,Germany,Home Office,Electronics,Mobile,7,923.12,6461.84,0.07,1293.94
ORD207624,2021-09-18,Central,UK,Home Office,Furniture,Laptop,2,97.24,194.48,0.05,32.67
ORD207815,2021-09-18,South,India,Corporate,Electronics,Keyboard,5,1919.94,9599.7,0.29,-466.31
ORD213814,2021-09-18,West,UK,Consumer,Electronics,Keyboard,8,1021.19,8169.52,0.25,-583.81
ORD200546,2021-09-18,South,Germany,Corporate,Office Supplies,Printer,5,1246.3,6231.5,0.01,767.49
ORD205548,2021-09-18,West,USA,Corporate,Electronics,Desk,8,1797.4,14379.2,0.17,-919.98
ORD202922,2021-09-18,West,UK,Corporate,Electronics,Keyboard,4,548.04,2192.16,0.09,357.51
ORD212839,2021-09-18,North,India,Home Office,Electronics,Laptop,4,77.87,311.48,0.13,-21.47
ORD207578,2021-09-18,South,Australia,Consumer,Furniture,Printer,9,1523.23,13709.07,0.2,-1466.26
ORD210443,2021-09-18,West,USA,Corporate,Office Supplies,Laptop,8,1587.46,12699.68,0.0,1549.51
ORD210025,2021-09-19,North,USA,Consumer,Furniture,Mouse,9,638.84,5749.56,0.22,-246.8
ORD209390,2021-09-19,Central,Germany,Corporate,Furniture,Mouse,4,960.83,3843.32,0.17,481.66
ORD201530,2021-09-19,West,UK,Corporate,Electronics,Printer,7,1876.41,13134.87,0.06,1638.11
ORD208046,2021-09-19,Central,Australia,Home Office,Electronics,Monitor,4,1869.02,7476.08,0.02,1143.4
ORD204958,2021-09-20,West,Germany,Consumer,Office Supplies,Desk,5,1885.28,9426.4,0.07,1649.69
ORD205017,2021-09-20,West,USA,Corporate,Office Supplies,Printer,6,1739.32,10435.92,0.21,141.39
ORD201586,2021-09-20,East,Germany,Home Office,Furniture,Desk,6,332.04,1992.24,0.0,518.05
ORD201387,2021-09-20,East,Germany,Home Office,Electronics,Chair,9,1411.56,12704.04,0.24,-445.86
ORD200100,2021-09-20,West,India,Corporate,Office Supplies,Keyboard,5,1010.44,5052.2,0.04,176.37
ORD206140,2021-09-20,Central,USA,Corporate,Electronics,Laptop,1,693.73,693.73,0.28,-34.83
ORD202237,2021-09-20,Central,Germany,Consumer,Furniture,Desk,8,620.18,4961.44,0.11,791.01
ORD204998,2021-09-21,East,India,Corporate,Furniture,Mobile,6,427.41,2564.46,0.0,240.96
ORD212332,2021-09-21,Central,UK,Home Office,Electronics,Laptop,9,1825.96,16433.64,0.03,1503.99
ORD214681,2021-09-21,Central,UK,Consumer,Electronics,Monitor,2,1976.85,3953.7,0.09,379.55
ORD204643,2021-09-21,North,UK,Corporate,Office Supplies,Chair,4,169.84,679.36,0.2,16.82
ORD204091,2021-09-21,South,UK,Corporate,Furniture,Chair,8,963.12,7704.96,0.25,-216.8
ORD214172,2021-09-21,West,UK,Corporate,Furniture,Mobile,6,63.31,379.86,0.21,10.97
ORD210594,2021-09-21,East,Germany,Corporate,Electronics,Mobile,1,1346.82,1346.82,0.02,227.04
ORD212372,2021-09-21,East,USA,Corporate,Office Supplies,Monitor,2,1233.53,2467.06,0.09,507.93
ORD210565,2021-09-21,South,Australia,Corporate,Furniture,Keyboard,2,1211.98,2423.96,0.17,-131.17
ORD204275,2021-09-21,South,India,Corporate,Electronics,Keyboard,1,730.36,730.36,0.1,93.98
ORD206068,2021-09-21,South,Australia,Home Office,Furniture,Mouse,5,1855.66,9278.3,0.08,-269.4
ORD201273,2021-09-21,North,Germany,Consumer,Furniture,Printer,8,1096.42,8771.36,0.26,-1765.45
ORD214295,2021-09-21,South,India,Consumer,Electronics,Laptop,5,1101.82,5509.1,0.22,147.34
ORD212977,2021-09-22,West,UK,Corporate,Office Supplies,Mouse,6,1794.24,10765.44,0.19,657.93
ORD202609,2021-09-22,East,UK,Corporate,Furniture,Laptop,4,110.17,440.68,0.17,41.75
ORD209649,2021-09-22,West,Germany,Home Office,Office Supplies,Printer,7,872.09,6104.63,0.26,-334.87
ORD210023,2021-09-22,North,Germany,Corporate,Office Supplies,Laptop,5,1685.25,8426.25,0.21,254.79
ORD211755,2021-09-22,Central,Australia,Consumer,Office Supplies,Mobile,4,198.85,795.4,0.06,125.75
ORD214577,2021-09-22,East,Australia,Corporate,Office Supplies,Printer,5,1613.87,8069.35,0.11,280.65
ORD210154,2021-09-22,Central,UK,Home Office,Furniture,Chair,6,1947.98,11687.88,0.0,2904.84
ORD203836,2021-09-22,East,Germany,Corporate,Electronics,Mouse,5,650.51,3252.55,0.05,278.54
ORD206320,2021-09-23,Central,India,Home Office,Furniture,Keyboard,6,1764.72,10588.32,0.26,345.28
ORD205616,2021-09-23,Central,Germany,Corporate,Office Supplies,Mouse,1,387.65,387.65,0.03,41.95
ORD214973,2021-09-23,West,India,Corporate,Office Supplies,Desk,1,700.49,700.49,0.01,107.69
ORD201583,2021-09-23,Central,USA,Home Office,Electronics,Keyboard,5,1492.74,7463.7,0.19,-264.29
ORD201419,2021-09-23,Central,India,Corporate,Furniture,Mouse,9,807.87,7270.83,0.15,363.07
ORD201950,2021-09-24,North,UK,Corporate,Electronics,Mouse,2,625.33,1250.66,0.03,217.84
ORD208619,2021-09-24,East,Australia,Home Office,Furniture,Keyboard,4,980.45,3921.8,0.14,254.71
ORD214177,2021-09-24,West,India,Corporate,Electronics,Desk,10,625.66,6256.6,0.06,1054.6
ORD201090,2021-09-24,West,Germany,Corporate,Office Supplies,Mobile,3,1425.2,4275.6,0.18,166.76
ORD201179,2021-09-24,North,India,Home Office,Furniture,Desk,5,1799.16,8995.8,0.0,1176.68
